model,term,coef,std_err,p_value,ci_low,ci_high,n,r2,adj_r2
(2) + State FE,C(State)[T.NH],0.015295773504718849,0.2895357738370481,0.9578720087152666,-0.5524148066049126,0.5830063536143504,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.NJ],-0.9860298637937074,0.2577508206461549,0.00013317895237249103,-1.4914177333946366,-0.4806419941927782,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.NM],-0.8466403162053878,0.28543062319237295,0.0030391679678628465,-1.406301675235908,-0.28697895717486765,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.NV],-0.9812912107526494,0.28544388072852334,0.0005945715152954976,-1.5409785646488092,-0.4216038568564895,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.NY],-0.9653277159697502,0.2473590153745236,9.729891933772762e-05,-1.4503397345282987,-0.48031569741120184,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.OH],-0.19148629148619087,0.24756639659770646,0.4393030552084244,-0.6769049351500129,0.29393235217763125,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.OK],-0.09292943919843884,0.25963256985070277,0.7204235230112445,-0.6020069700746478,0.41614809167777006,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.OR],-0.04284709581477497,0.2645561969788712,0.8713496155327886,-0.5615786848964103,0.47588449326686033,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.PA],-0.27277389952467274,0.24728666454003387,0.2700870133498765,-0.7576440553569844,0.21209625630763895,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.PR],-1.56228965980238,0.3463000689794937,6.690233621574276e-06,-2.2413014808528597,-0.8832778387519007,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.RI],-0.3272727272726348,0.3369942662121681,0.33155140939291994,-0.988038089112179,0.3334926345669095,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.SC],-0.4001289677376895,0.26242289831183574,0.12742805116088093,-0.9146776670583814,0.11441973158300228,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.SD],0.20227272727282014,0.3037625265913131,0.5055323940540539,-0.39333312101788814,0.7978785755635285,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.TN],-0.47121217283646616,0.25523870963134726,0.0649678368830234,-0.9716743920329003,0.02925004635996792,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.TX],-0.3194687193052286,0.24370917410527748,0.19000605559164108,-0.7973242698501285,0.15838683123967134,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.UT],0.06280991735548329,0.27200993811987373,0.8174003017056558,-0.4705366799203626,0.5961565146313291,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.VA],-0.2597402597401576,0.2547437204720147,0.30799444925148917,-0.7592319232810034,0.23975140380068832,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.VI],-0.951516029130502,0.792850504824656,0.23018812684725234,-2.506106724674546,0.603074666413542,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.VT],0.03939393939404408,0.32264744562997427,0.9028312901287238,-0.5932407298975388,0.6720286086856271,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.WA],-0.5025974496124117,0.258715678138495,0.05215105929569435,-1.0098771745769817,0.0046822753521582605,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.WI],0.34751634683925975,0.2503033344960748,0.16512502636229567,-0.14326877911245117,0.8383014727909707,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.WV],-0.18549132958907566,0.2720369686712474,0.4953800714713522,-0.7188909273276887,0.34790826814953735,3030,0.198399181242645,0.1841233602096679
(2) + State FE,C(State)[T.WY],0.12066115702489186,0.32924623589049057,0.7140352596321491,-0.5249121657435076,0.7662344797932914,3030,0.198399181242645,0.1841233602096679
(2) + State FE,PI_Compliant,0.08484760723299849,0.06327462343986415,0.18004158401399945,-0.039218834378740394,0.20891404884473735,3030,0.198399181242645,0.1841233602096679
