model,term,coef,std_err,p_value,ci_low,ci_high,n,r2,adj_r2
(2) + State FE,C(State)[T.NH],-0.004520770887692317,1.1586433585309612,0.996887099801667,-2.2763439880835805,2.267302446308196,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.NJ],-3.9762657786992928,1.0314486273659877,0.00011816252386777175,-5.998690471976698,-1.953841085421888,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.NM],-2.9538043478252383,1.1422156630265747,0.00975592752823235,-5.193416773169518,-0.7141919224809588,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.NV],-3.661736356028211,1.1422687160776972,0.0013617472102854709,-5.901452805749272,-1.42201990630715,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.NY],-3.9130605315184805,0.9898634512008517,7.893021138825514e-05,-5.853946615000615,-1.9721744480363457,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.OH],-0.5565476190473649,0.9906933344092048,0.5743110317725089,-2.4990609055220476,1.385965667427318,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.OK],-0.10494306847919882,1.0389788754917249,0.9195525256071508,-2.142132781896179,1.9322466449377815,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.OR],-0.20860316717763974,1.0586818911030047,0.8438093309811399,-2.2844257938072174,1.8672194594519378,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.PA],-1.0069802783738286,0.9895739228543032,0.3089556792767969,-2.9472986658389946,0.9333381090913375,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.PR],-7.441104020961664,1.3857986170915193,8.501156383573036e-08,-10.158324509463121,-4.7238835324602055,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.RI],-1.3124999999994358,1.3485593273510086,0.33050277258323035,-3.9567031252186826,1.3317031252198108,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.SC],-1.5658497061412382,1.0501450104973125,0.13604660402013455,-3.6249335464828327,0.4932341342003561,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.SD],1.1640625000003884,1.2155749506922404,0.3383306964586549,-1.2193899876794816,3.547514987680258,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.TN],-1.599334481685068,1.0213958428529504,0.11749422879765031,-3.602048062750047,0.4033790993799107,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.TX],-0.9654065882635704,0.9752577798868668,0.32230402013865,-2.877654434664785,0.9468412581376445,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.UT],0.2746212121218257,1.0885097343252106,0.8008335645749319,-1.8596866992609509,2.408929123504602,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.VA],-0.991071428571041,1.0194150309677559,0.33103195610882297,-2.9899011100766355,1.0077582529345532,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.VI],-2.844936188654249,3.1727719153627514,0.3699664168511899,-9.065985010206317,3.376112632897819,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.VT],0.1666666666667892,1.2911472564234636,0.8972997738380766,-2.3649650838320553,2.6982984171656335,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.WA],-2.0084340815346295,1.0353097244270297,0.052481891477696094,-4.03842946503568,0.021561301966420476,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.WI],1.539875081114635,1.0016458149149157,0.12431517990304326,-0.42411340678036,3.5038635690096296,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.WV],-0.2652234053724515,1.0886179032343972,0.807531746882965,-2.3997434101810953,1.8692965994361925,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,C(State)[T.WY],0.7556818181819752,1.3175538189299296,0.5663162967811131,-1.8277269017758635,3.3390905381398137,3030,0.2168113215897456,0.20286340493795008
(2) + State FE,PI_Compliant,0.34256381134488467,0.25320782036905315,0.17619167155155974,-0.15391631850225784,0.8390439411920272,3030,0.2168113215897456,0.20286340493795008
